"Index Name","Date","Open","High","Low","Close"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","30 Dec 2016","-","-","-","10270.05"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","29 Dec 2016","-","-","-","10183.39"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","28 Dec 2016","-","-","-","10062.47"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","27 Dec 2016","-","-","-","9966.05"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","26 Dec 2016","-","-","-","9809.49"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","23 Dec 2016","-","-","-","10032.82"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","22 Dec 2016","-","-","-","10037.71"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","21 Dec 2016","-","-","-","10179.18"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","20 Dec 2016","-","-","-","10175.48"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","19 Dec 2016","-","-","-","10281.44"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","16 Dec 2016","-","-","-","10323.51"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","15 Dec 2016","-","-","-","10354.28"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","14 Dec 2016","-","-","-","10333.85"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","13 Dec 2016","-","-","-","10418.21"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","12 Dec 2016","-","-","-","10409.78"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","09 Dec 2016","-","-","-","10498.75"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","08 Dec 2016","-","-","-","10474.85"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","07 Dec 2016","-","-","-","10328.41"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","06 Dec 2016","-","-","-","10377.92"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","05 Dec 2016","-","-","-","10292.08"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","02 Dec 2016","-","-","-","10294.49"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","01 Dec 2016","-","-","-","10435.79"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","30 Nov 2016","-","-","-","10539.76"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","29 Nov 2016","-","-","-","10395.68"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","28 Nov 2016","-","-","-","10293.63"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","25 Nov 2016","-","-","-","10195.40"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","24 Nov 2016","-","-","-","9990.74"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","23 Nov 2016","-","-","-","10015.97"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","22 Nov 2016","-","-","-","9838.14"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","21 Nov 2016","-","-","-","9722.20"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","18 Nov 2016","-","-","-","10094.96"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","17 Nov 2016","-","-","-","10062.66"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","16 Nov 2016","-","-","-","10102.92"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","15 Nov 2016","-","-","-","10028.68"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","11 Nov 2016","-","-","-","10669.62"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","10 Nov 2016","-","-","-","11129.40"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","09 Nov 2016","-","-","-","10981.90"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","08 Nov 2016","-","-","-","11300.29"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","07 Nov 2016","-","-","-","11268.36"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","04 Nov 2016","-","-","-","11130.33"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","03 Nov 2016","-","-","-","11383.99"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","02 Nov 2016","-","-","-","11503.50"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","01 Nov 2016","-","-","-","11710.26"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","30 Oct 2016","-","-","-","11711.56"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","28 Oct 2016","-","-","-","11622.35"
